"code";"text";"markdown"
"Sattler1960a";"Sattler, K., 1960a. Generische Gruppierung der europäischen Arten der Sammelgattung Gelechia (Lepidoptera, Gelechiidae). — Deutsche entomologische Zeitschrift (N. F.) 7: 10-118.";"**Sattler, K.**, 1960a. Generische Gruppierung der europ&auml;ischen Arten der Sammelgattung *Gelechia* (Lepidoptera, Gelechiidae). - *Deutsche entomologische Zeitschrift* (N. F.) **7**: 10-118."
"Sattler1960b";"Sattler, K., 1960b. Ein Beitrag zur Kenntnis der Gattung Aroga Busck (Lep. Gelechiidae). — Revue française d'Entomologie 27: 236-239.";"**Sattler, K.**, 1960b. Ein Beitrag zur Kenntnis der Gattung *Aroga* Busck (Lep. Gelechiidae). - *Revue fran&ccedil;aise d'Entomologie* **27**: 236-239."
"Sattler1962";"Sattler, K., 1962. Die Gattung Xystophora Heinemann, 1876 (Lep. Gelechiidae). — Deutsche entomologische Zeitschrift (N. F.) 9: 325-331.";"**Sattler, K.**, 1962. Die Gattung *Xystophora* Heinemann, 1876 (Lep. Gelechiidae). - *Deutsche entomologische Zeitschrift* (N. F.) **9**: 325-331."
"Sattler1967";"Sattler, K., 1967. Ethmiidae. In: Amsel, H. G., Gregor, F. & Reisser, H.: Microlepidoptera Palaearctica 2, 2 Bände. — Verlag Georg Fromme & Co., Wien, 185 p., 106 plates.";"**Sattler, K.**, 1967. Ethmiidae. In: Amsel, H. G., Gregor, F. &amp; Reisser, H.: *Microlepidoptera Palaearctica* **2**, 2 B&auml;nde. - Verlag Georg Fromme &amp; Co., Wien, 185 p., 106 plates."
"Sattler1968";"Sattler, K., 1968. Die systematische Stellung einiger Gelechiidae (Lepidoptera). — Deutsche entomologische Zeitschrift (N. F.) 15: 111-131.";"**Sattler, K.**, 1968. Die systematische Stellung einiger Gelechiidae (Lepidoptera). - *Deutsche entomologische Zeitschrift* (N. F.) **15**: 111-131."
"Satter1976";"Sattler, K., 1976. A taxonomic revision of the genus Ornativalva Gozmány, 1955 (Lepidoptera: Gelechiidae). — Bulletin of the British Museum of natural History (Entomology) 34: 87-152.";"**Sattler, K.**, 1976. A taxonomic revision of the genus Ornativalva Gozm&aacute;ny, 1955 (Lepidoptera: Gelechiidae). - Bulletin of the British Museum of natural History (Entomology) 34: 87-152."
"Sattler1986";"Sattler, K., 1986. Die an Compositen gebunden Scrobipalpa-Arten des östlichen Österreichs (Lep., Gelechiidae). — Annalen des naturhistorischen Museums Wien 88-89: 433-456.";"**Sattler, K.**, 1986. Die an Compositen gebunden *Scrobipalpa*-Arten des &ouml;stlichen &Ouml;sterreichs (Lep., Gelechiidae). - *Annalen des naturhistorischen Museums Wien* **88-89**: 433-456."
"Sattler2002";"Sattler, K., 2002. Ethmiidae. In: Emmet, A. M. & Langmaid, J. P. (Eds.): The Moths and Butterflies of Great Britain and Ireland. Volume 4 (Part 1) Oecophoridae-Scythrididae. — Harley Books Ltd., Great Horkesley, 326 pp., 6 colour plates [pp. 178-187].";"**Sattler, K.**, 2002. Ethmiidae. In: Emmet, A. M. &amp; Langmaid, J. P. (Eds.): *The Moths and Butterflies of Great Britain and Ireland. Volume 4 (Part 1) Oecophoridae-Scythrididae*. - Harley Books Ltd., Great Horkesley, 326 pp., 6 colour plates [pp. 178-187]. "
"SauterHattenschwiler1991";"Sauter, W. & Hättenschwiler, P., 1991. Zum System der palaearktischen Psychiden (Lep. Psychidae) 1. Teil: Liste der palaearktischen Arten. — Nota lepidopterologica 14 (1): 69-89.";"**Sauter, W. &amp; H&auml;ttenschwiler, P.**, 1991. Zum System der palaearktischen Psychiden (Lep. Psychidae) 1. Teil: Liste der palaearktischen Arten. - *Nota lepidopterologica* **14** (1): 69-89."
"SauterHattenschwiler1996";"Sauter, W. & Hättenschwiler, P., 1996. Psychidae. In: Karsholt, O. & Razowski, J. (Editors): The Lepidoptera of Europe: 39-46. — Apollo Books, Stenstrup.";"**Sauter, W. &amp; H&auml;ttenschwiler, P.**, 1996. Psychidae. In: Karsholt, O. &amp; Razowski, J. (Editors): *The Lepidoptera of Europe*: 39-46. - Apollo Books, Stenstrup."
"Schnack1985";"Schnack, K. (Editor), 1985. Katalog over de danske Sommerfugle. — Entomologiske Meddelelser 52: 1-163.";"**Schnack, K.** (Editor), 1985. Katalog over de danske Sommerfugle. - *Entomologiske Meddelelser* **52**: 1-163."
"Schnaider1978";"Schnaider, Z., 1978. Trociniarkowate Cossidae. — Klucze do oznaczania owadów polski 27 (10): 1-17.";"**Schnaider, Z.**, 1978. Trociniarkowate Cossidae. - *Klucze do oznaczania owad&oacute;w polski ***27** (10): 1-17."
"Schnaideretal1961";"Schnaider, J., Schnaider, J. & Schnaider, Z., 1961. Przezierniki - Aegeriidae. — Klucze do oznaczania owadów polski 27 (37): 1-42, 6 colour plates.";"**Schnaider, J., Schnaider, J. &amp; Schnaider, Z.**, 1961. Przezierniki - Aegeriidae. - *Klucze do oznaczania owad&oacute;w polski* **27** (37): 1-42, 6 colour plates."
"Scholz1996";"Scholz, A., 1996. Zur Identität von Epermenia falciformis (Haworth, 1828) (Lepidoptera: Epermeniidae). — Nota lepidopterologica 18: 289-296.";"**Scholz, A.**, 1996. Zur Identit&auml;t von *Epermenia falciformis* (Haworth, 1828) (Lepidoptera: Epermeniidae). - *Nota lepidopterologica* **18**: 289-296."
"ScholzJackh1994";"Scholz, A. & Jäckh, E., 1994. Taxonomie und Verbreitung der westpaläarktischen Alucita-Arten (Lepidoptera: Alucitidae [Orneodidae]). — Alexanor 18 (1993) (Supplément): 1-64.";"**Scholz, A. &amp; J&auml;ckh, E.**, 1994. Taxonomie und Verbreitung der westpal&auml;arktischen *Alucita*-Arten (Lepidoptera: Alucitidae [Orneodidae]). - *Alexanor* **18** (1993) (Suppl&eacute;ment): 1-64."
"Schoorl1990";"Schoorl, J. W., 1990. A phylogenetic study on Cossidae (Lepidoptera: Ditrysia) based on external adult morphology. — Zoologische Verhandelingen 263: 1-138.";"**Schoorl, J. W.**, 1990. A phylogenetic study on Cossidae (Lepidoptera: Ditrysia) based on external adult morphology. - *Zoologische Verhandelingen* **263**: 1-138."
"Schwarz1963";"Schwarz, R., 1963. Bestimmungstabelle der Scopariinae Mitteleuropas. — Zeitschrift des Arbeitsgemeinschaft österreichischer Entomologen 15: 37-50.";"**Schwarz, R.**, 1963. Bestimmungstabelle der Scopariinae Mitteleuropas. - *Zeitschrift des Arbeitsgemeinschaft &ouml;sterreichischer Entomologen* **15**: 37-50."
"Scoble1992";"Scoble, M. J., 1992. The Lepidoptera. Form, function and diversity. — Natural History Museum Publications, Oxford University Press, 404 p.";"**Scoble, M. J.**, 1992. *The Lepidoptera. Form, function and diversity*. - Natural History Museum Publications, Oxford University Press, 404 p."
"Setiz19061909";"Seitz, A., 1906-1909. Die Groß-Schmetterlinge der Erde. 1. Abteilung: Die GroßSchmetterlinge des Palaearktischen Faunengebietes. 1. Band: Tagfalter. — Fritz Lehmann's Verlag GmbH, Stuttgart, 379 p.";"**Seitz, A.**, 1906-1909. *Die Gro&szlig;-Schmetterlinge der Erde. 1. Abteilung: Die Gro&szlig;Schmetterlinge des Palaearktischen Faunengebietes. 1. Band: Tagfalter*. - Fritz Lehmann's Verlag GmbH, Stuttgart, 379 p."
"Seksyaeva1990a";"Seksyaeva, S. V., 1990a. Bucculatricidae. In: Medvedev, G. S. (Ed.): Keys to the insects of the European part of the USSR 4 (2). — E. J. Brill, Leiden, New York, København, Köln, 1092 p.";"**Seksyaeva, S. V.**, 1990a. Bucculatricidae. In: Medvedev, G. S. (Ed.): *Keys to the insects of the European part of the USSR* **4** (2). - E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln, 1092 p."
"Seksyaeva1990b";"Seksyaeva, S. V., 1990b. 25. Family Phyllocnistidae. In: Medvedev, G. S. (Ed.): Keys to the insects of the European part of the USSR 4 (2). — E. J. Brill, Leiden, New York, København, Köln, 1092 p.";"**Seksyaeva, S. V.**, 1990b. 25. Family Phyllocnistidae. In: Medvedev, G. S. (Ed.): *Keys to the insects of the European part of the USSR* **4** (2). - E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln, 1092 p."
"Seksyaeva1990c";"Seksyaeva, S. V., 1990c. 32. Family Lyonetiidae (Leucopteridae). In: Medvedev, G. S. (Ed.): Keys to the insects of the European part of the USSR 4 (2). — E. J. Brill, Leiden, New York, København, Köln, 1092 p.";"**Seksyaeva, S. V.**, 1990c. 32. Family Lyonetiidae (Leucopteridae). In: Medvedev, G. S. (Ed.): *Keys to the insects of the European part of the USSR* **4** (2). - E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln, 1092 p."
"Sinev1985";"Sinev, S. Y., 1985. A review of the genus Pancalia Stephens (Lepidoptera, Cosmopterigidae) in the fauna of the USSR. — Entomologicheskoe Obozrenie 64: 804-822 [in Russian].";"**Sinev, S. Y.**, 1985. A review of the genus *Pancalia* Stephens (Lepidoptera, Cosmopterigidae) in the fauna of the USSR. - *Entomologicheskoe Obozrenie* **64**: 804-822 [in Russian]."
"Sinev1986";"Sinev, S. Y., 1986. Phycitidae. In: Medvedev, G. S. (Ed.): Opredelitel nasekomych evropejskoj chasti USSR 4, St. Petersburg, 504 p. [in Russian].";"**Sinev, S. Y.**, 1986. Phycitidae. In: Medvedev, G. S. (Ed.): *Opredelitel nasekomych evropejskoj chasti USSR* **4**, St. Petersburg, 504 p. [in Russian]."
"Skinner1984";"Skinner, B., 1984. Colour Identification Guide to Moths of the British Isles. — Viking, Middlesex, 267 p., 42 colour plates.";"**Skinner, B.**, 1984. *Colour Identification Guide to Moths of the British Isles*. - Viking, Middlesex, 267 p., 42 colour plates."
"Skinner1985";"Skinner, B., 1985. Families Cossidae and Limacodidae. In: Heath, J. & Emmet, A. M. (Eds.): The Moths and Butterflies of Great Britain and Ireland 2. Cossidae - Heliodinidae. — Harley Books, Colchester, 460 p. (2 pls, 11 colour plates).";"**Skinner, B.**, 1985. Families Cossidae and Limacodidae. In: Heath, J. &amp; Emmet, A. M. (Eds.): *The Moths and Butterflies of Great Britain and Ireland 2. Cossidae - Heliodinidae.* - Harley Books, Colchester, 460 p. (2 pls, 11 colour plates)."
"Skou1984";"Skou, P., 1984. Nordens Målere. Håndbog over de danske og fennoskandiske arter af Drepanidae of Geometridae (Lepidoptera). — Danmarks dyreliv 2: 1-332, 24 colour plates.";"**Skou, P.**, 1984. Nordens M&aring;lere. H&aring;ndbog over de danske og fennoskandiske arter af Drepanidae of Geometridae (Lepidoptera). - *Danmarks dyreliv* **2**: 1-332, 24 colour plates."
"Skou1991";"Skou, P., 1991. Nordens Ugler. Håndbog over de i Danmark, Norge, Sverige, Finland of Island forekommende arter af Hermeniidae of Noctuidae (Lepidoptera). — Danmarks dyreliv 5: 1-566, 37 colour plates.";"**Skou, P.**, 1991. Nordens Ugler. H&aring;ndbog over de i Danmark, Norge, Sverige, Finland of Island forekommende arter af Hermeniidae of Noctuidae (Lepidoptera). - *Danmarks dyreliv* **5**: 1-566, 37 colour plates."
"Slamka1995";"Slamka, F., 1995. Die Zünslerfalter (Pyraloidea) Mitteleuropas. Bestimmen - Verbreitung - Fluggebiet - Lebensweise der Raupen. — Prunella Verlag, Bratislava, 112 p. (12 colour plates).";"**Slamka, F.**, 1995. *Die Z&uuml;nslerfalter (Pyraloidea) Mitteleuropas. Bestimmen - Verbreitung - Fluggebiet - Lebensweise der Raupen*. - Prunella Verlag, Bratislava, 112 p. (12 colour plates)."
"Slamka1997";"Slamka, F., 1997. Die Zünslerartigen (Pyraloidea) mitteleuropas. Bestimmen - Verbreitung - Flugstandort - Lebensweise der Raupen. — Frantisek Slamka, Bratislava, 51 pp, 65 plates (24 in colour).";"**Slamka, F.**, 1997. *Die Z&uuml;nslerartigen (Pyraloidea) mitteleuropas. Bestimmen - Verbreitung - Flugstandort - Lebensweise der Raupen*. - Frantisek Slamka, Bratislava, 51 pp, 65 plates (24 in colour)."
"Snellen1882";"Snellen, P. C. T., 1882. De Vlinders van Nederland. Microlepidoptera, systematisch beschreven. I-XIII, 1-1197 pp., 13 plates. Leiden.";"**Snellen, P. C. T.**, 1882. *De Vlinders van Nederland. Microlepidoptera, systematisch beschreven*. I-XIII, 1-1197 pp., 13 plates. Leiden."
"Soffner1956";"Soffner, J., 1956. Mitteleuropäische Phycitinae (Mikrolepidoptera). — Mitteilungen der münchner entomologische Gesellschaft 46: 61-81.";"**Soffner, J.**, 1956. Mitteleurop&auml;ische Phycitinae (Mikrolepidoptera). - *Mitteilungen der m&uuml;nchner entomologische Gesellschaft* **46**: 61-81."
"Sokoloff1985";"Sokoloff, P. A., 1985. An introduction to the Gelechiidae. — Proceedings and Transactions of the British entomological and natural history Society 18: 99-106.";"**Sokoloff, P. A.**, 1985. An introduction to the Gelechiidae. - *Proceedings and Transactions of the British entomological and natural history Society* **18**: 99-106."
"Soltys1965";"Soltys, E., 1965. Notodontidae, Thaumetopoeidae, Thyatiridae, Drepanidae. — Klucze do oznaczania owadów polski 27 (47-50): 1-54.";"**Soltys, E.**, 1965. Notodontidae, Thaumetopoeidae, Thyatiridae, Drepanidae. - *Klucze do oznaczania owad&oacute;w polski ***27** (47-50): 1-54."
"South1972";"South, R., 1972. The moths of the British Isles. Series I and II. — Frederick Warne & Co. Ltd., London, New York, 427 p. + 148 plates (partly coloured), 379 p. + 141 plates (partly coloured).";"**South, R.**, 1972. *The moths of the British Isles. Series I and II*. - Frederick Warne &amp; Co. Ltd., London, New York, 427 p. + 148 plates (partly coloured), 379 p. + 141 plates (partly coloured)."
"Spatenkaetal1999";"Špatenka, K., Gorbunov, O., Lastuva, Z., Tosevski, I. & Arita, Y., 1999. Handbook of Palaearctic Macrolepidoptera. Volume 1. Sesiidae - Clearwing Moths. — GEM Publishing Company, Wallingford, 569 pp., incl. 57 colour plates.";"**&Scaron;patenka, K., Gorbunov, O., Lastuva, Z., Tosevski, I. &amp; Arita, Y.**, 1999. *Handbook of Palaearctic Macrolepidoptera. Volume 1. Sesiidae - Clearwing Moths*. - GEM Publishing Company, Wallingford, 569 pp., incl. 57 colour plates."
"Spatenkaetal1993";"Špatenka, K., Lastuvka, Z., Gorbunov, O., Tosevski, I. & Arita, Y., 1993. Die Systematik und Synonymie der paläarktischen Glasflügler-Arten (Lepidoptera, Sesiidae). — Nachrichtenblatt entomologischer Verein Apollo, Frankfurt am Main, N.F. 14 (2): 81-114.";"**&Scaron;patenka, K., Lastuvka, Z., Gorbunov, O., Tosevski, I. &amp; Arita, Y.**, 1993. Die Systematik und Synonymie der pal&auml;arktischen Glasfl&uuml;gler-Arten (Lepidoptera, Sesiidae). - *Nachrichtenblatt entomologischer Verein Apollo*, Frankfurt am Main, N.F. **14** (2): 81-114."
"Speidel1984";"Speidel, W., 1984. Revision der Acentropinae des palaearktischen Faunengebietes (Lepidoptera, Crambidae). — Neue entomologische Nachrichten 12: 1-157, 3 colour plates.";"**Speidel, W.**, 1984. Revision der Acentropinae des palaearktischen Faunengebietes (Lepidoptera, Crambidae). - *Neue entomologische Nachrichten* **12**: 1-157, 3 colour plates."
"Speidel1996";"Speidel, W., 1996. Pyralidae. In: Karsholt, O. & Razowski, J. (Eds.): The Lepidoptera of Europe. A distribution Checklist: 166-196. — Apollo Books, Stenstrup.";"**Speidel, W.**, 1996. Pyralidae. In: Karsholt, O. &amp; Razowski, J. (Eds.): *The Lepidoptera of Europe. A distribution Checklist*: 166-196. - Apollo Books, Stenstrup."
"Steuer1973";"Steuer, H., 1973. Beiträge zur Kenntnis der Elachistiden (Lepidoptera) 1. — Deutsche entomologische Zeitschrift, Neue Folge 20: 153-169, 2 plates.";"**Steuer, H.**, 1973. Beitr&auml;ge zur Kenntnis der Elachistiden (Lepidoptera) 1. - *Deutsche entomologische Zeitschrift*, Neue Folge **20**: 153-169, 2 plates."
"Steuer1976";"Steuer, H., 1976. Beiträge zur Kenntnis der Elachistiden (Lepidoptera) 2. — Deutsche entomologische Zeitschrift, Neue Folge 23: 165-179, 5 plates.";"**Steuer, H.**, 1976. Beitr&auml;ge zur Kenntnis der Elachistiden (Lepidoptera) 2. - *Deutsche entomologische Zeitschrift*, Neue Folge **23**: 165-179, 5 plates."
"Steuer1978";"Steuer, H., 1978. Beiträge zur Kenntnis der Elachistiden (Lepidoptera) 3. — Deutsche entomologische Zeitschrift, Neue Folge 25: 159-169.";"**Steuer, H**., 1978. Beitr&auml;ge zur Kenntnis der Elachistiden (Lepidoptera) 3. - *Deutsche entomologische Zeitschrift*, Neue Folge **25**: 159-169."
"Steuer1980";"Steuer, H., 1980. Beiträge zur Kenntnis der Elachistiden (Lepidoptera) 4. — Deutsche entomologische Zeitschrift, Neue Folge 27: 297-311.";"**Steuer, H.**, 1980. Beitr&auml;ge zur Kenntnis der Elachistiden (Lepidoptera) 4. - *Deutsche entomologische Zeitschrift*, Neue Folge **27**: 297-311."
"Sukhareva1989a";"Sukhareva, I. L., 1989a. 3. Family Hepialidae. In: Medvedev, G. S. (Ed.): Keys to the insects of the European part of the USSR 4 (1). — E. J. Brill, Leiden, New York, København, Köln, 991 p.";"**Sukhareva, I. L.**, 1989a. 3. Family Hepialidae. In: Medvedev, G. S. (Ed.): *Keys to the insects of the European part of the USSR* **4** (1). - E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln, 991 p."
"Sukhareva1989b";"Sukhareva, I. L., 1989b. 16. Family Limacodidae (Heterogeneidae, Cochlidiidae). In: Medvedev, G. S. (Ed.): Keys to the insects of the European part of the USSR 4 (1). — E. J. Brill, Leiden, New York, København, Köln, 991 p.";"**Sukhareva, I. L.**, 1989b. 16. Family Limacodidae (Heterogeneidae, Cochlidiidae). In: Medvedev, G. S. (Ed.): *Keys to the insects of the European part of the USSR* **4** (1). - E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln, 991 p."
"Sukhareva1989c";"Sukhareva, I. L., 1989c. 17. Family Zygaenidae (Anthroceridae) - Forester Moths. In: Medvedev, G. S. (Ed.): Keys to the insects of the European part of the USSR 4 (1). E. J. Brill, Leiden, New York, København, Köln, 991 p.";"**Sukhareva, I. L.**, 1989c. 17. Family Zygaenidae (Anthroceridae) - Forester Moths. In: Medvedev, G. S. (Ed.): *Keys to the insects of the European part of the USSR* **4** (1). E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln, 991 p."
"Sukhareva1989d";"Sukhareva, I. L., 1989d. 18. Family Sesiidae (Aegeriidae) - Clearwing Moths. In: Medvedev, G. S. (Ed.): Keys to the insects of the European part of the USSR 4 (1). — E. J. Brill, Leiden, New York, København, Köln, 991 p.";"**Sukhareva, I. L.**, 1989d. 18. Family Sesiidae (Aegeriidae) - Clearwing Moths. In: Medvedev, G. S. (Ed.): *Keys to the insects of the European part of the USSR* **4** (1). - E. J. Brill, Leiden, New York, K&oslash;benhavn, K&ouml;ln, 991 p."
"Svensson1962";"Svensson, I., 1962. Nordiska Bryotropha Hein. — Flora og Fauna 68: 61-69.";"**Svensson, I.**, 1962. Nordiska *Bryotropha* Hein. - *Flora og Fauna* **68**: 61-69."
"Svensson1971";"Svensson, I., 1971. Scandinavian Bucculatrix Z. (Lep. Bucculatricidae). — Entomologica scandinavia 2: 99-109.";"**Svensson, I.**, 1971. Scandinavian *Bucculatrix* Z. (Lep. Bucculatricidae). - *Entomologica scandinavia*  **2**: 99-109."
"Szocs1956";"Szöcs, J., 1956. Lithocolletidae - Sátoraknás moyok. In: Gozmány, L. A.: Microlepidoptera 2. — Fauna Hungariae 13: 32-51.";"**Sz&ouml;cs, J.**, 1956. Lithocolletidae - S&aacute;torakn&aacute;s moyok. In: Gozm&aacute;ny, L. A.: Microlepidoptera 2. - *Fauna Hungariae* **13**: 32-51."
"Szocs1965";"Szöcs, J., 1965. Nepticulidae - Törpemolyok. In: Gozmány, L. & Szöcs, J.: Microlepidoptera I. — Fauna Hungariae 76: 1-214.";"**Sz&ouml;cs, J.**, 1965. Nepticulidae - T&ouml;rpemolyok. In: Gozm&aacute;ny, L. &amp; Sz&ouml;cs, J.: Microlepidoptera I. - *Fauna Hungariae* **76**: 1-214."
"Taymansetal1993";"Taymans, Ch., Taymans, P. & Taymans, M., 1993. Contribution à la cartographie belge des Rhopalocera du genre Pyrgus Hübner 1819 (Lepidoptera, Hesperiidae). — Lambillionea 93: 3-28.";"**Taymans, Ch., Taymans, P. &amp; Taymans, M.**, 1993. Contribution &agrave; la cartographie belge des Rhopalocera du genre *Pyrgus* H&uuml;bner 1819 (Lepidoptera, Hesperiidae). - *Lambillionea* **93**: 3-28."
"Toll1953";"Toll, S., 1953. Eupistidae (Coleophoridae) Polski. — Materialy do fizjografii kraju 32: 1-292.";"**Toll, S.**, 1953. Eupistidae (Coleophoridae) Polski. - *Materialy do fizjografii kraju* **32**: 1-292."
"Toll1956";"Toll, S., 1956. Glyphipterygidae, Douglasiidae. —Klucze do oznaczania owadów polski 27 (39-40): 1-50.";"**Toll, S.**, 1956. Glyphipterygidae, Douglasiidae. -*Klucze do oznaczania owad&oacute;w polski* **27** (39-40): 1-50."
"Toll1959a";"Toll, S., 1959a. Micropterygidae, Eriocraniidae Krótkowasy - Hepialidae. — Klucze do oznaczania owadów polski 27 (2-4): 1-49.";"**Toll, S.**, 1959a. Micropterygidae, Eriocraniidae Kr&oacute;tkowasy - Hepialidae. - *Klucze do oznaczania owad&oacute;w polski* **27** (2-4): 1-49."
"Toll1959b";"Toll, S., 1959b. Tischeriidae. — Klucze do oznaczania owadów polski 27 (6): 1-21.";"**Toll, S.**, 1959b. Tischeriidae. - *Klucze do oznaczania owad&oacute;w polski* **27** (6): 1-21."
"Toll1962";"Toll, S., 1962. Materialien zur Kenntnis der paläarktischen Arten der Familie Coleophoridae (Lepidoptera). — Acta zoologica cracoviensia 7: 577-719.";"**Toll, S.**, 1962. Materialien zur Kenntnis der pal&auml;arktischen Arten der Familie Coleophoridae (Lepidoptera). - *Acta zoologica cracoviensia* **7**: 577-719."
"Toll1964";"Toll, S., 1964. Oecophoridae. — Klucze do oznaczania owadów polski 27 (35): 1-174.";"**Toll, S.**, 1964. Oecophoridae. - *Klucze do oznaczania owad&oacute;w polski* **27** (35): 1-174."
"TraugottOlsenNielsen1977";"Traugott-Olsen, E. & Nielsen, E. S., 1977. The Elachistidae (Lepidoptera) of Fennoscandia and Denmark. — Fauna Entomologica Scandinavica 6, Scandinavian Science Press Ltd, Klampenborg, 299 p.";"**Traugott-Olsen, E. &amp; Nielsen, E. S.**, 1977. The Elachistidae (Lepidoptera) of Fennoscandia and Denmark. - *Fauna Entomologica Scandinavica ***6**, Scandinavian Science Press Ltd, Klampenborg, 299 p."
"Tremewan1985";"Tremewan, W. G., 1985. Family Zygaenidae. In: Heath, J. & Emmet, A. M. (Eds.): The Moths and Butterflies of Great Britain and Ireland 2. Cossidae - Heliodinidae. — Harley Books, Colchester, 460 p. (2 pls, 11 colour plates).";"**Tremewan, W. G.**, 1985. Family Zygaenidae. In: Heath, J. &amp; Emmet, A. M. (Eds.): *The Moths and Butterflies of Great Britain and Ireland 2. Cossidae - Heliodinidae*. - Harley Books, Colchester, 460 p. (2 pls, 11 colour plates)."
"Tutt1899";"Tutt, J. W., 1899. A natural history of the British Lepidoptera. — London.";"**Tutt, J. W.**, 1899. *A natural history of the British Lepidoptera*. - London."" vanDeurs1942;""**van Deurs, W.**, 1942. Sommerfugle 6. Pyralider. - *Danmarks Fauna* **48**: 1-115."
"vanDeurs1942";"van Deurs, W., 1942. Sommerfugle 6. Pyralider. — Danmarks Fauna 48: 1-115.";"**van Deurs, W.**, 1942. Sommerfugle 6. Pyralider. - *Danmarks Fauna* **48**: 1-115."
"vanDeurs1948";"van Deurs, W., 1948. Sommerfugle 7. Fjermøl. — Danmarks Fauna 52: 1-52.";"**van Deurs, W.**, 1948. Sommerfugle 7. Fjerm&oslash;l. - *Danmarks Fauna* **52**: 1-52."
"vanDeurs1956";"van Deurs, W., 1956. Sommerfugle 8. Viklere. — Danmarks Fauna 61: 1-292.";"**van Deurs, W.**, 1956. Sommerfugle 8. Viklere. - *Danmarks Fauna* **61**: 1-292."
"vanLaar1961";"van Laar, W., 1961. Female genitalia of the species of Depressaria Hw. S. l. (Lepidoptera, Oecophoridae) occurring in the Netherlands. — Zoologische Mededelingen 38: 15-40.";"**van Laar, W.**, 1961. Female genitalia of the species of *Depressaria* Hw. S. l. (Lepidoptera, Oecophoridae) occurring in the Netherlands. - *Zoologische Mededelingen* **38**: 15-40."
"vanLaar1964";"van Laar, W., 1964. Male genitalia of the species of Depressaria Hw. S. l. (Lepidoptera, Oecophoridae) occurring in the Netherlands. — Zoologische Mededelingen 39: 391-408.";"**van Laar, W.**, 1964. Male genitalia of the species of *Depressaria* Hw. S. l. (Lepidoptera, Oecophoridae) occurring in the Netherlands. - *Zoologische Mededelingen* **39**: 391-408."
"vanNieukerken1985";"van Nieukerken, E. J., 1985. A taxonomic revision of the Western Palaearctic species of the subgenus Zimmermannia Hering and Ectoedemia Busck s. str. (Lepidoptera, Nemticulidae), with notes on their phylogeny. — Tijdschrift voor Entomologie 128: 1-164.";"**van Nieukerken, E. J.**, 1985. A taxonomic revision of the Western Palaearctic species of the subgenus *Zimmermannia* Hering and *Ectoedemia* Busck s. str. (Lepidoptera, Nemticulidae), with notes on their phylogeny. - *Tijdschrift voor Entomologie* **128**: 1-164."
"vanNieukerken1986";"van Nieukerken, E. J., 1986. Systematics and phylogeny of Holarctic genera of Nepticulidae (Lepidoptera, Heteroneura: Monotrysia). — Zoologische Verhandelingen 236: 1-93.";"**van Nieukerken, E. J.**, 1986. Systematics and phylogeny of Holarctic genera of Nepticulidae (Lepidoptera, Heteroneura: Monotrysia). - *Zoologische Verhandelingen* **236**: 1-93."
"Viette1948";"Viette, P., 1948. Lépidoptères Homoneures. — Faune de France 49: 1-83.";"**Viette, P.**, 1948. L&eacute;pidopt&egrave;res Homoneures. - *Faune de France* **49**: 1-83."
"Viette1951";"Viette, P., 1951. Contribution à l'étude du genre Incurvaria Hw. (Lépid. Incurvariidae). — L'Entomologiste 7: 53-58.";"**Viette, P.**, 1951. Contribution &agrave; l'&eacute;tude du genre *Incurvaria* Hw. (L&eacute;pid. Incurvariidae). - *L'Entomologiste* **7**: 53-58."
"VivesMoreno1994";"Vives Moreno, A., 1994. Catalogo sistematico y sinonimico de los Lepidopteros de la Peninsula Iberica y Baleares (Insecta: Lepidoptera). — Ministerio de Agricultura, Pesca y Alimentación, Madrid, 775 p.";"**Vives Moreno, A.**, 1994. *Catalogo sistematico y sinonimico de los Lepidopteros de la Peninsula Iberica y Baleares (Insecta: Lepidoptera)*. - Ministerio de Agricultura, Pesca y Alimentaci&oacute;n, Madrid, 775 p."
"Vojnits1980";"Vojnits, A., 1980. Araszolólepkék I. - Geometridae I. — Fauna Hungariae 137: 1-157.";"**Vojnits, A.**, 1980. Araszol&oacute;lepk&eacute;k I. - Geometridae I. - *Fauna Hungariae* **137**: 1-157."
"Wakely1945";"Wakely, S., 1945. Notes on the genus Mompha. — Proceedings and Transactions of the South London entomological and Natural History Society 1944-1945: 81-84, pl. 5 [Reprint in: Agassiz, D. J. L., (Ed.), 1978: Illustrated papers on British Microlepidoptera. London, 170 p.].";"**Wakely, S.**, 1945. Notes on the genus *Mompha*. - *Proceedings and Transactions of the South London entomological and Natural History Society* **1944-1945**: 81-84, pl. 5 [Reprint in: Agassiz, D. J. L., (Ed.), 1978: Illustrated papers on British Microlepidoptera. London, 170 p.]."
